1.000000000000000000e+00,1.500000000000000000e+02,0.000000000000000000e+00
1.361486887797944512e+01,1.490298416727972324e+02,-8.795458314972462333e+00
2.483818340160012639e+01,1.454715548235379856e+02,-2.638637494491737812e+01
3.446129884891530537e+01,1.386877621317342175e+02,-4.397729157486229212e+01
4.174493685493678186e+01,1.304912035399489980e+02,-5.277274988983474913e+01
4.889592507607188310e+01,1.210794228025217762e+02,-5.277274988983474913e+01
5.484059588270040564e+01,1.118655287097862185e+02,-6.156820820480719902e+01
6.196353139720425673e+01,1.024906695719673451e+02,-4.397729157486228502e+01
6.924716940322574033e+01,9.429411098018212556e+01,-5.277274988983473492e+01
7.653080740924721681e+01,8.609755238839690605e+01,-4.397729157486228502e+01
8.625198236868091328e+01,7.671736586546801107e+01,-4.397729157486228502e+01
9.587509781599609937e+01,6.993357317366424297e+01,-2.638637494491736746e+01
1.070984123396167718e+02,6.637528632440498200e+01,-8.795458314972453451e+00
1.204484092378822595e+02,6.430968117986265042e+01,-8.795458314972453451e+00
1.337984061361477472e+02,6.224407603532032596e+01,-8.795458314972453451e+00
1.464132750141271799e+02,6.127391770811757254e+01,7.951386703658791919e-15
1.580486977800477177e+02,5.947360349775749455e+01,-1.759091662994490690e+01
1.697804775673846223e+02,5.473636094434220922e+01,-2.638637494491737101e+01
1.818819451604963149e+02,4.873272672083015777e+01,-2.638637494491737101e+01
1.931052596841169873e+02,4.517443987157089680e+01,-8.795458314972455227e+00
2.048791373035644767e+02,4.517443987157090390e+01,8.795458314972458780e+00
2.182291342018299645e+02,4.724004501611322837e+01,8.795458314972458780e+00
2.308440030798093971e+02,4.821020334331598889e+01,-3.180554681463516768e-15
2.443528572798093990e+02,4.821020334331598889e+01,-3.180554681463516768e-15
2.569677261577888316e+02,4.918036167051874941e+01,8.795458314972458780e+00
2.703177230560543194e+02,5.124596681506107387e+01,8.795458314972458780e+00
2.836677199543198071e+02,5.331157195960339834e+01,8.795458314972458780e+00
2.970177168525852949e+02,5.537717710414572281e+01,8.795458314972458780e+00
3.103677137508507826e+02,5.744278224868804728e+01,8.795458314972458780e+00
3.226858936569867637e+02,6.033044008654260892e+01,1.759091662994492111e+01
3.350040735631227449e+02,6.321809792439717057e+01,8.795458314972458780e+00
3.466853208491050395e+02,6.502550242587170715e+01,8.795458314972458780e+00
3.579086353727257119e+02,6.858378927513096812e+01,2.638637494491737456e+01
3.700101029658374046e+02,7.458742349864301957e+01,2.638637494491737456e+01
3.808795630258032361e+02,8.106283560856023485e+01,3.518183325988983512e+01
3.906310646386556300e+02,8.912412212393681443e+01,4.397729157486229212e+01
3.977540001531594953e+02,9.849898126175568791e+01,6.156820820480721324e+01
3.990352623379112060e+02,9.858168972984283585e+01,5.277274988983475623e+01
