0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-2.345454545454545708e-02,2.345454545454545708e-02
-4.690909090909091417e-02,4.690909090909091417e-02
-7.036363636363636431e-02,7.036363636363636431e-02
-9.381818181818182834e-02,9.381818181818182834e-02
-1.172727272727272924e-01,1.172727272727272924e-01
-1.407272727272727286e-01,1.407272727272727286e-01
-1.641818181818182065e-01,1.641818181818182065e-01
-1.876363636363636567e-01,1.876363636363636567e-01
-2.110909090909091068e-01,2.110909090909091068e-01
-2.345454545454545847e-01,2.345454545454545847e-01
-2.580000000000000071e-01,2.580000000000000071e-01
-2.814545454545454573e-01,2.814545454545454573e-01
-3.049090909090909629e-01,3.049090909090909629e-01
-3.283636363636364131e-01,3.283636363636364131e-01
-3.518181818181818632e-01,3.518181818181818632e-01
-3.752727272727273133e-01,3.752727272727273133e-01
-3.987272727272728190e-01,3.987272727272728190e-01
-4.221818181818182136e-01,4.221818181818182136e-01
-4.456363636363636638e-01,4.456363636363636638e-01
-4.690909090909091694e-01,4.690909090909091694e-01
-4.925454545454545641e-01,4.925454545454545641e-01
-5.160000000000000142e-01,5.160000000000000142e-01
-5.394545454545455199e-01,5.394545454545455199e-01
-5.629090909090909145e-01,5.629090909090909145e-01
-5.863636363636364202e-01,5.863636363636364202e-01
-6.098181818181819258e-01,6.098181818181819258e-01
-6.332727272727273204e-01,6.332727272727273204e-01
-6.567272727272728261e-01,6.567272727272728261e-01
-6.801818181818182207e-01,6.801818181818182207e-01
-7.036363636363637264e-01,7.036363636363637264e-01
-7.270909090909091210e-01,7.270909090909091210e-01
-7.505454545454546267e-01,7.505454545454546267e-01
-7.740000000000001323e-01,7.740000000000001323e-01
-7.974545454545456380e-01,7.974545454545456380e-01
-8.065710437027513446e-01,8.065710437027513446e-01
-7.831164982482058390e-01,7.831164982482058390e-01
-7.596619527936604443e-01,7.596619527936604443e-01
-7.362074073391149387e-01,7.362074073391149387e-01
-7.127528618845694330e-01,7.127528618845694330e-01
-6.892983164300239274e-01,6.892983164300239274e-01
-6.658437709754785327e-01,6.658437709754785327e-01
-6.423892255209330271e-01,6.423892255209330271e-01
-6.189346800663875214e-01,6.189346800663875214e-01
-5.954801346118420158e-01,5.954801346118420158e-01
-5.720255891572966211e-01,5.720255891572966211e-01
-5.485710437027511155e-01,5.485710437027511155e-01
-5.251164982482056098e-01,5.251164982482056098e-01
-5.016619527936601042e-01,5.016619527936601042e-01
-4.782074073391146540e-01,4.782074073391146540e-01
-4.547528618845692039e-01,4.547528618845692039e-01
-4.312983164300236982e-01,4.312983164300236982e-01
-4.078437709754782481e-01,4.078437709754782481e-01
-3.843892255209327424e-01,3.843892255209327424e-01
-3.609346800663872923e-01,3.609346800663872923e-01
-3.374801346118417866e-01,3.374801346118417866e-01
-3.140255891572963365e-01,3.140255891572963365e-01
-2.905710437027508308e-01,2.905710437027508308e-01
-2.671164982482053807e-01,2.671164982482053807e-01
-2.436619527936599028e-01,2.436619527936599028e-01
-2.202074073391144249e-01,2.202074073391144249e-01
-1.967528618845689470e-01,1.967528618845689470e-01
-1.732983164300234691e-01,1.732983164300234691e-01
-1.498437709754779912e-01,1.498437709754779912e-01
-1.263892255209325133e-01,1.263892255209325133e-01
-1.029346800663870354e-01,1.029346800663870354e-01
-7.948013461184155748e-02,7.948013461184155748e-02
-5.602558915729607264e-02,5.602558915729607264e-02
-3.257104370275059474e-02,3.257104370275059474e-02
-9.116498248205118574e-03,9.116498248205118574e-03
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,4.000000000000000083e-02
8.000000000000000167e-02,8.000000000000000167e-02
1.199999999999999956e-01,1.199999999999999956e-01
1.600000000000000033e-01,1.600000000000000033e-01
2.000000000000000111e-01,2.000000000000000111e-01
2.399999999999999911e-01,2.399999999999999911e-01
2.800000000000000266e-01,2.800000000000000266e-01
3.200000000000000067e-01,3.200000000000000067e-01
3.599999999999999867e-01,3.599999999999999867e-01
4.000000000000000222e-01,4.000000000000000222e-01
4.400000000000000022e-01,4.400000000000000022e-01
4.799999999999999822e-01,4.799999999999999822e-01
5.200000000000000178e-01,5.200000000000000178e-01
5.600000000000000533e-01,5.600000000000000533e-01
5.999999999999999778e-01,5.999999999999999778e-01
6.400000000000000133e-01,6.400000000000000133e-01
6.800000000000000488e-01,6.800000000000000488e-01
7.199999999999999734e-01,7.199999999999999734e-01
