1.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00
9.639383499999999216e+00,8.000000000000000000e+01,0.000000000000000000e+00
1.827876699999999843e+01,8.000000000000000000e+01,0.000000000000000000e+00
2.691815049999999587e+01,8.000000000000000000e+01,0.000000000000000000e+00
3.555753399999999687e+01,8.000000000000000000e+01,0.000000000000000000e+00
4.241542979136220737e+01,7.925650756746210845e+01,-1.237500530362403595e+01
5.085408465842337478e+01,7.740500782544292235e+01,-1.237500530362403595e+01
5.929273952548454218e+01,7.555350808342373625e+01,-1.237500530362403595e+01
6.773139439254570959e+01,7.370200834140455015e+01,-1.237500530362403595e+01
7.617004925960686990e+01,7.185050859938536405e+01,-1.237500530362403595e+01
8.460870412666803020e+01,6.999900885736617795e+01,-1.237500530362403595e+01
9.227862900520176481e+01,6.874558709087172303e+01,-6.187502651812018861e+00
9.917670958478508680e+01,6.874558709087172303e+01,6.187502651812017085e+00
1.059145192046822643e+02,7.022390952134678344e+01,1.856250795543605392e+01
1.131376201156357411e+02,7.309194491116605263e+01,2.475001060724807189e+01
1.190543003621619675e+02,7.663826843600004679e+01,3.712501591087210784e+01
1.249886256359579022e+02,8.165649494661707308e+01,4.331251856268412581e+01
1.291566417030524292e+02,8.603430216846723511e+01,4.950002121449614378e+01
1.345155195036025191e+02,9.166291145370317395e+01,4.331251856268412581e+01
1.391311058276660333e+02,9.556597651751640399e+01,3.712501591087210784e+01
1.450477860741922598e+02,9.911230004235039814e+01,2.475001060724807544e+01
1.528935825561609079e+02,1.027292635234489637e+02,2.475001060724807544e+01
1.607393790381295560e+02,1.063462270045475293e+02,2.475001060724807544e+01
1.679624799490830469e+02,1.092142623943667985e+02,1.856250795543605747e+01
1.761524161202769676e+02,1.119645156139525000e+02,1.856250795543605747e+01
1.843423522914708883e+02,1.147147688335382014e+02,1.856250795543605747e+01
1.925322884626648090e+02,1.174650220531239029e+02,1.856250795543605747e+01
2.007222246338587297e+02,1.202152752727096043e+02,1.856250795543605747e+01
2.089121608050526504e+02,1.229655284922953058e+02,1.856250795543605747e+01
2.156499704249498279e+02,1.244438509227703662e+02,6.187502651812022414e+00
2.242390251715664533e+02,1.253750253530972856e+02,6.187502651812022414e+00
2.328280799181830787e+02,1.263061997834242050e+02,6.187502651812022414e+00
2.397261604977664149e+02,1.263061997834242050e+02,-6.187502651812013532e+00
2.483152152443830403e+02,1.253750253530972856e+02,-6.187502651812013532e+00
2.569042699909996372e+02,1.244438509227703662e+02,-6.187502651812013532e+00
2.645741948695333576e+02,1.231904291562759113e+02,-1.237500530362403062e+01
2.730128497365945464e+02,1.213389294142567252e+02,-1.237500530362403062e+01
2.795520709264560537e+02,1.191430009289706504e+02,-2.475001060724806479e+01
2.873978674084247018e+02,1.155260374478720848e+02,-2.475001060724806479e+01
2.933145476549508999e+02,1.119797139230380907e+02,-3.712501591087210073e+01
2.983337490213269234e+02,1.072477869026590014e+02,-4.950002121449614378e+01
2.992488729287468345e+02,1.069614874124210644e+02,-4.331251856268411871e+01
